outcome	model	eth16	estimate	p	min95	max95	idstr4	num	adjusted
"ae"	"model3"	"Bangladeshi"	.81668553	1.139e-12	.77236145	.86355327	""	270	"+ household size"
"ae"	"model3"	"Caribbean"	.99270993	.75489624	.94814073	1.0393742	""	271	"+ household size"
"ae"	"model3"	"African"	1.0282888	.11123846	.993587	1.0642025	""	272	"+ household size"
"ae"	"model3"	"Chinese"	.56473224	2.797e-40	.5190793	.61440035	""	273	"+ household size"
"ae"	"model3"	"All mixed"	.9849403	.40407824	.95045021	1.020682	""	274	"+ household size"
"ae"	"model3"	"All Other"	.96684916	.00359869	.94515277	.98904361	""	275	"+ household size"
"icu"	"crude"	"British or Mixed British"	1		1	1	""	276	"Crude"
"icu"	"crude"	"Irish"	.26072992	.05755952	.06511058	1.0440714	""	277	"Crude"
"icu"	"crude"	"Other White"	.77697254	.0155632	.63329826	.95324173	""	278	"Crude"
"icu"	"crude"	"Indian"	2.5085515	2.966e-19	2.0518615	3.0668886	""	279	"Crude"
"icu"	"crude"	"Pakistani"	1.8671141	6.825e-06	1.4224566	2.4507707	""	280	"Crude"
"icu"	"crude"	"Bangladeshi"	1.9071418	.02079907	1.1031957	3.2969581	""	281	"Crude"
"icu"	"crude"	"Caribbean"	3.3432032	6.329e-10	2.2802394	4.9016816	""	282	"Crude"
"icu"	"crude"	"African"	3.6926807	1.202e-25	2.8915045	4.7158464	""	283	"Crude"
"icu"	"crude"	"Chinese"	1.2681326	.39502536	.73355764	2.1922754	""	284	"Crude"
"icu"	"crude"	"All mixed"	1.8539411	.00072225	1.296225	2.6516211	""	285	"Crude"
"icu"	"crude"	"All Other"	2.6373219	2.765e-25	2.1964033	3.1667531	""	286	"Crude"
"icu"	"model0"	"British or Mixed British"	1		1	1	""	287	"Age-sex"
"icu"	"model0"	"Irish"	.23390378	.04027195	.0583533	.93758164	""	288	"Age-sex"
"icu"	"model0"	"Other White"	1.1539826	.18406628	.93416638	1.4255232	""	289	"Age-sex"
"icu"	"model0"	"Indian"	3.0329788	2.611e-23	2.4373452	3.7741723	""	290	"Age-sex"
"icu"	"model0"	"Pakistani"	2.6591823	1.010e-11	2.0063866	3.5243711	""	291	"Age-sex"
"icu"	"model0"	"Bangladeshi"	3.0071559	.00009475	1.7301435	5.2267265	""	292	"Age-sex"
"icu"	"model0"	"Caribbean"	2.9154484	8.086e-08	1.9721673	4.3098979	""	293	"Age-sex"
"icu"	"model0"	"African"	4.8924449	3.744e-34	3.7897787	6.3159406	""	294	"Age-sex"
"icu"	"model0"	"Chinese"	2.3480366	.00235393	1.3546311	4.0699462	""	295	"Age-sex"
"icu"	"model0"	"All mixed"	2.9203423	6.951e-09	2.0320656	4.1969114	""	296	"Age-sex"
"icu"	"model0"	"All Other"	3.5383535	9.335e-36	2.9015376	4.3149349	""	297	"Age-sex"
"icu"	"model1"	"British or Mixed British"	1		1	1	""	298	"Age-sex-IMD"
"icu"	"model1"	"Irish"	.22978771	.03790389	.05732188	.921156	""	299	"Age-sex-IMD"
"icu"	"model1"	"Other White"	1.1272646	.26739579	.91219109	1.3930475	""	300	"Age-sex-IMD"
"icu"	"model1"	"Indian"	2.9029706	2.342e-21	2.3293662	3.6178245	""	301	"Age-sex-IMD"
"icu"	"model1"	"Pakistani"	2.4656137	5.515e-10	1.8539689	3.2790469	""	302	"Age-sex-IMD"
"icu"	"model1"	"Bangladeshi"	2.7829384	.00029851	1.5981238	4.8461492	""	303	"Age-sex-IMD"
"icu"	"model1"	"Caribbean"	2.7471492	4.461e-07	1.8556021	4.0670511	""	304	"Age-sex-IMD"
"icu"	"model1"	"African"	4.5870159	7.291e-31	3.5422805	5.9398782	""	305	"Age-sex-IMD"
"icu"	"model1"	"Chinese"	2.351607	.00231262	1.3566693	4.0761999	""	306	"Age-sex-IMD"
"icu"	"model1"	"All mixed"	2.8237241	2.144e-08	1.9635257	4.0607657	""	307	"Age-sex-IMD"
"icu"	"model1"	"All Other"	3.3747741	1.293e-32	2.761769	4.1238425	""	308	"Age-sex-IMD"
"icu"	"model2"	"British or Mixed British"	1		1	1	""	309	"+ co-morbidities"
"icu"	"model2"	"Irish"	.3028026	.09183784	.07549756	1.2144685	""	310	"+ co-morbidities"
"icu"	"model2"	"Other White"	1.296018	.03439094	1.019242	1.6479526	""	311	"+ co-morbidities"
"icu"	"model2"	"Indian"	2.4908065	8.316e-12	1.9171425	3.2361271	""	312	"+ co-morbidities"
"icu"	"model2"	"Pakistani"	1.6793631	.00311051	1.1909504	2.3680754	""	313	"+ co-morbidities"
"icu"	"model2"	"Bangladeshi"	2.3380692	.01267057	1.1990975	4.5589016	""	314	"+ co-morbidities"
"icu"	"model2"	"Caribbean"	2.8628711	5.321e-07	1.897803	4.3186944	""	315	"+ co-morbidities"
"icu"	"model2"	"African"	3.9257325	1.175e-18	2.8966512	5.3204112	""	316	"+ co-morbidities"
"icu"	"model2"	"Chinese"	4.3781333	4.182e-06	2.3344062	8.2111036	""	317	"+ co-morbidities"
"icu"	"model2"	"All mixed"	2.8478019	6.551e-07	1.88548	4.3012789	""	318	"+ co-morbidities"
"icu"	"model2"	"All Other"	3.4280614	2.825e-25	2.7170247	4.3251741	""	319	"+ co-morbidities"
"icu"	"model3"	"British or Mixed British"	1		1	1	""	320	"+ household size"
"icu"	"model3"	"Irish"	.30185701	.09099244	.07526121	1.2106854	""	321	"+ household size"
"icu"	"model3"	"Other White"	1.2818387	.04298577	1.0078684	1.6302826	""	322	"+ household size"
"icu"	"model3"	"Indian"	2.3831121	1.429e-10	1.8275768	3.1075155	""	323	"+ household size"
"icu"	"model3"	"Pakistani"	1.5581049	.01326585	1.0969177	2.2131934	""	324	"+ household size"
"icu"	"model3"	"Bangladeshi"	2.169275	.02376151	1.1085957	4.2447882	""	325	"+ household size"
"icu"	"model3"	"Caribbean"	2.8426707	6.368e-07	1.8842728	4.2885386	""	326	"+ household size"
"icu"	"model3"	"African"	3.7762771	1.649e-17	2.7813475	5.1271078	""	327	"+ household size"
"icu"	"model3"	"Chinese"	4.2842972	5.833e-06	2.2836591	8.0376283	""	328	"+ household size"
"icu"	"model3"	"All mixed"	2.7925362	1.079e-06	1.8481881	4.2194072	""	329	"+ household size"
"icu"	"model3"	"All Other"	3.3113814	1.479e-23	2.6189021	4.1869632	""	330	"+ household size"
"cpnsdeath"	"crude"	"British or Mixed British"	1		1	1	""	331	"Crude"
"cpnsdeath"	"crude"	"Irish"	1.8153672	6.963e-08	1.461619	2.2547313	""	332	"Crude"
"cpnsdeath"	"crude"	"Other White"	.46083684	3.817e-46	.41429284	.51260985	""	333	"Crude"
"cpnsdeath"	"crude"	"Indian"	1.0867362	.17896429	.96259179	1.2268913	""	334	"Crude"
"cpnsdeath"	"crude"	"Pakistani"	.96145084	.61467125	.82500523	1.1204628	""	335	"Crude"
"cpnsdeath"	"crude"	"Bangladeshi"	.8358681	.29731948	.59663628	1.1710241	""	336	"Crude"
"cpnsdeath"	"crude"	"Caribbean"	2.2429207	9.264e-17	1.8540045	2.7134203	""	337	"Crude"
"cpnsdeath"	"crude"	"African"	.71731929	.00317443	.57525332	.89447021	""	338	"Crude"
"cpnsdeath"	"crude"	"Chinese"	.29418453	2.188e-07	.18520953	.46727908	""	339	"Crude"
"cpnsdeath"	"crude"	"All mixed"	.55115653	.00001101	.42259991	.71882059	""	340	"Crude"
"cpnsdeath"	"crude"	"All Other"	.77253116	.00012969	.67688326	.88169471	""	341	"Crude"
"cpnsdeath"	"model0"	"British or Mixed British"	1		1	1	""	342	"Age-sex"
"cpnsdeath"	"model0"	"Irish"	1.251281	.04428633	1.0057457	1.5567593	""	343	"Age-sex"
"cpnsdeath"	"model0"	"Other White"	.94263487	.28838875	.84523673	1.0512564	""	344	"Age-sex"
"cpnsdeath"	"model0"	"Indian"	1.6686687	6.040e-15	1.4672893	1.8976866	""	345	"Age-sex"
"cpnsdeath"	"model0"	"Pakistani"	2.120346	4.408e-21	1.8134711	2.4791503	""	346	"Age-sex"
"cpnsdeath"	"model0"	"Bangladeshi"	2.4236959	3.105e-07	1.726673	3.4020929	""	347	"Age-sex"
"cpnsdeath"	"model0"	"Caribbean"	1.6668761	2.788e-07	1.3716476	2.0256484	""	348	"Age-sex"
"cpnsdeath"	"model0"	"African"	2.4190559	1.638e-14	1.9305929	3.031106	""	349	"Age-sex"
"cpnsdeath"	"model0"	"Chinese"	1.0093405	.96864365	.63491943	1.604563	""	350	"Age-sex"
"cpnsdeath"	"model0"	"All mixed"	1.6604452	.00020503	1.2704791	2.1701091	""	351	"Age-sex"
"cpnsdeath"	"model0"	"All Other"	1.9090398	7.637e-20	1.6613216	2.1936949	""	352	"Age-sex"
"cpnsdeath"	"model1"	"British or Mixed British"	1		1	1	""	353	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Irish"	1.1571737	.19067031	.92991419	1.4399726	""	354	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Other White"	.90139384	.06246643	.80813115	1.0054195	""	355	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Indian"	1.5077426	5.474e-10	1.3243362	1.7165489	""	356	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Pakistani"	1.6839901	1.120e-10	1.4373381	1.9729684	""	357	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Bangladeshi"	1.924721	.00015894	1.3702204	2.7036167	""	358	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Caribbean"	1.3934385	.00087829	1.1460431	1.6942389	""	359	"Age-sex-IMD"
"cpnsdeath"	"model1"	"African"	2.0137124	1.331e-09	1.6059646	2.5249857	""	360	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Chinese"	.97903088	.92860679	.61583776	1.5564188	""	361	"Age-sex-IMD"
"cpnsdeath"	"model1"	"All mixed"	1.4966902	.00317427	1.1449553	1.9564796	""	362	"Age-sex-IMD"
"cpnsdeath"	"model1"	"All Other"	1.7143945	3.693e-14	1.4911032	1.9711234	""	363	"Age-sex-IMD"
"cpnsdeath"	"model2"	"British or Mixed British"	1		1	1	""	364	"+ co-morbidities"
"cpnsdeath"	"model2"	"Irish"	1.2173623	.09396731	.96706943	1.5324348	""	365	"+ co-morbidities"
"cpnsdeath"	"model2"	"Other White"	1.0215661	.72026328	.90897064	1.148109	""	366	"+ co-morbidities"
"cpnsdeath"	"model2"	"Indian"	1.5629073	1.344e-09	1.352791	1.805659	""	367	"+ co-morbidities"
"cpnsdeath"	"model2"	"Pakistani"	1.3441796	.00096353	1.1276781	1.602247	""	368	"+ co-morbidities"
"cpnsdeath"	"model2"	"Bangladeshi"	1.6624607	.00406137	1.1753661	2.3514168	""	369	"+ co-morbidities"
"cpnsdeath"	"model2"	"Caribbean"	1.267211	.02524159	1.029828	1.5593126	""	370	"+ co-morbidities"
"cpnsdeath"	"model2"	"African"	1.8081806	.00001511	1.3826886	2.3646086	""	371	"+ co-morbidities"
"cpnsdeath"	"model2"	"Chinese"	1.4604181	.14436227	.87828714	2.4283869	""	372	"+ co-morbidities"
"cpnsdeath"	"model2"	"All mixed"	1.490127	.0083216	1.1080487	2.0039539	""	373	"+ co-morbidities"
"cpnsdeath"	"model2"	"All Other"	1.8729065	4.182e-16	1.6100678	2.1786529	""	374	"+ co-morbidities"
"cpnsdeath"	"model3"	"British or Mixed British"	1		1	1	""	375	"+ household size"
"cpnsdeath"	"model3"	"Irish"	1.205103	.1121433	.95732898	1.5170054	""	376	"+ household size"
"cpnsdeath"	"model3"	"Other White"	1.0094347	.87484087	.8981149	1.1345524	""	377	"+ household size"
"cpnsdeath"	"model3"	"Indian"	1.4183027	2.993e-06	1.2248701	1.6422823	""	378	"+ household size"
"cpnsdeath"	"model3"	"Pakistani"	1.0980627	.30938708	.91683808	1.3151086	""	379	"+ household size"
"cpnsdeath"	"model3"	"Bangladeshi"	1.3547461	.08889267	.95488176	1.9220569	""	380	"+ household size"
"cpnsdeath"	"model3"	"Caribbean"	1.2708442	.02368305	1.0325434	1.5641425	""	381	"+ household size"
"cpnsdeath"	"model3"	"African"	1.697029	.00011685	1.2966973	2.2209559	""	382	"+ household size"
"cpnsdeath"	"model3"	"Chinese"	1.3909584	.20357527	.83635268	2.3133366	""	383	"+ household size"
"cpnsdeath"	"model3"	"All mixed"	1.4575692	.01274426	1.0836134	1.9605774	""	384	"+ household size"
"cpnsdeath"	"model3"	"All Other"	1.7412283	1.005e-12	1.4950129	2.0279933	""	385	"+ household size"
"onsdeath"	"crude"	"British or Mixed British"	1		1	1	""	386	"Crude"
"onsdeath"	"crude"	"Irish"	1.3076164	3.085e-11	1.2081223	1.4153043	""	387	"Crude"
"onsdeath"	"crude"	"Other White"	.3871439	0	.37349171	.40129512	""	388	"Crude"
"onsdeath"	"crude"	"Indian"	.43650608	3.36e-169	.41166255	.4628489	""	389	"Crude"
"onsdeath"	"crude"	"Pakistani"	.36931564	1.48e-145	.34229001	.39847508	""	390	"Crude"
"onsdeath"	"crude"	"Bangladeshi"	.31065586	9.638e-41	.26171269	.36875193	""	391	"Crude"
"onsdeath"	"crude"	"Caribbean"	.9933717	.88275796	.90934084	1.0851677	""	392	"Crude"
"onsdeath"	"crude"	"African"	.21537044	4.01e-129	.19016315	.24391912	""	393	"Crude"
"onsdeath"	"crude"	"Chinese"	.13558753	1.532e-76	.10973963	.1675236	""	394	"Crude"
"onsdeath"	"crude"	"All mixed"	.24263	5.14e-111	.21433822	.27465617	""	395	"Crude"
"onsdeath"	"crude"	"All Other"	.28277977	6.01e-299	.2644571	.3023719	""	396	"Crude"
"onsdeath"	"model0"	"British or Mixed British"	1		1	1	""	397	"Age-sex"
"onsdeath"	"model0"	"Irish"	1.1059558	.01323984	1.0212525	1.1976845	""	398	"Age-sex"
"onsdeath"	"model0"	"Other White"	.89414885	2.306e-09	.86192608	.92757626	""	399	"Age-sex"
"onsdeath"	"model0"	"Indian"	.89833569	.00054059	.84539908	.95458704	""	400	"Age-sex"
"onsdeath"	"model0"	"Pakistani"	1.0079592	.83989857	.9333414	1.0885425	""	401	"Age-sex"
"onsdeath"	"model0"	"Bangladeshi"	1.1443594	.12430808	.96356582	1.3590752	""	402	"Age-sex"
"onsdeath"	"model0"	"Caribbean"	.99938814	.98933785	.91358522	1.0932496	""	403	"Age-sex"
"onsdeath"	"model0"	"African"	.99267385	.90871668	.87542315	1.1256286	""	404	"Age-sex"
"onsdeath"	"model0"	"Chinese"	.55833486	6.857e-08	.45179495	.68999846	""	405	"Age-sex"
"onsdeath"	"model0"	"All mixed"	.90863152	.13156563	.80223648	1.029137	""	406	"Age-sex"
"onsdeath"	"model0"	"All Other"	.91066553	.007607	.8501875	.97544565	""	407	"Age-sex"
"onsdeath"	"model1"	"British or Mixed British"	1		1	1	""	408	"Age-sex-IMD"
"onsdeath"	"model1"	"Irish"	1.0477494	.25156474	.96745038	1.1347132	""	409	"Age-sex-IMD"
"onsdeath"	"model1"	"Other White"	.86316961	4.605e-15	.83198385	.89552433	""	410	"Age-sex-IMD"
"onsdeath"	"model1"	"Indian"	.83207575	3.638e-09	.78278138	.88447435	""	411	"Age-sex-IMD"
"onsdeath"	"model1"	"Pakistani"	.83015455	2.536e-06	.76821766	.89708505	""	412	"Age-sex-IMD"
"onsdeath"	"model1"	"Bangladeshi"	.95072221	.56496735	.80040323	1.1292717	""	413	"Age-sex-IMD"
"onsdeath"	"model1"	"Caribbean"	.85833739	.00089695	.78434084	.93931493	""	414	"Age-sex-IMD"
"onsdeath"	"model1"	"African"	.84922865	.0113904	.74825803	.96382434	""	415	"Age-sex-IMD"
"onsdeath"	"model1"	"Chinese"	.54089037	1.553e-08	.4371364	.66927026	""	416	"Age-sex-IMD"
"onsdeath"	"model1"	"All mixed"	.83765607	.00541185	.73935562	.94902599	""	417	"Age-sex-IMD"
"onsdeath"	"model1"	"All Other"	.83611236	3.636e-07	.78039536	.89580733	""	418	"Age-sex-IMD"
"onsdeath"	"model2"	"British or Mixed British"	1		1	1	""	419	"+ co-morbidities"
"onsdeath"	"model2"	"Irish"	.9932385	.87971849	.90968554	1.0844656	""	420	"+ co-morbidities"
"onsdeath"	"model2"	"Other White"	.93423726	.00091345	.89741858	.97256652	""	421	"+ co-morbidities"
"onsdeath"	"model2"	"Indian"	.91364235	.00879315	.85395248	.97750444	""	422	"+ co-morbidities"
"onsdeath"	"model2"	"Pakistani"	.8088539	7.123e-07	.74378909	.87961042	""	423	"+ co-morbidities"
"onsdeath"	"model2"	"Bangladeshi"	.85045703	.0805926	.70915445	1.0199148	""	424	"+ co-morbidities"
"onsdeath"	"model2"	"Caribbean"	.84843234	.00089464	.77001325	.93483773	""	425	"+ co-morbidities"
"onsdeath"	"model2"	"African"	.93446141	.36237269	.80763598	1.0812026	""	426	"+ co-morbidities"
"onsdeath"	"model2"	"Chinese"	.67039383	.00091994	.52919539	.84926645	""	427	"+ co-morbidities"
"onsdeath"	"model2"	"All mixed"	.89837012	.12945836	.78214893	1.0318609	""	428	"+ co-morbidities"
"onsdeath"	"model2"	"All Other"	.93028202	.06255188	.86215321	1.0037945	""	429	"+ co-morbidities"
"onsdeath"	"model3"	"British or Mixed British"	1		1	1	""	430	"+ household size"
"onsdeath"	"model3"	"Irish"	.98014784	.6547004	.89769418	1.0701749	""	431	"+ household size"
"onsdeath"	"model3"	"Other White"	.91943259	.00004276	.8831753	.95717836	""	432	"+ household size"
"onsdeath"	"model3"	"Indian"	.79006617	1.299e-11	.73795701	.84585489	""	433	"+ household size"
"onsdeath"	"model3"	"Pakistani"	.59797284	2.934e-32	.5491157	.65117701	""	434	"+ household size"
"onsdeath"	"model3"	"Bangladeshi"	.617102	2.167e-07	.51416346	.74064945	""	435	"+ household size"
"onsdeath"	"model3"	"Caribbean"	.85618956	.00171175	.77701443	.94343236	""	436	"+ household size"
"onsdeath"	"model3"	"African"	.84189915	.02091893	.72749545	.97429362	""	437	"+ household size"
"onsdeath"	"model3"	"Chinese"	.62249218	.0000858	.49136195	.78861727	""	438	"+ household size"
"onsdeath"	"model3"	"All mixed"	.87216967	.05311529	.75928354	1.0018391	""	439	"+ household size"
"onsdeath"	"model3"	"All Other"	.83774563	5.543e-06	.77614288	.9042378	""	440	"+ household size"
"onscoviddeath"	"crude"	"British or Mixed British"	1		1	1	""	441	"Crude"
"onscoviddeath"	"crude"	"Irish"	1.5907685	2.519e-07	1.3334416	1.8977541	""	442	"Crude"
"onscoviddeath"	"crude"	"Other White"	.41517536	1.020e-90	.38122872	.45214478	""	443	"Crude"
"onscoviddeath"	"crude"	"Indian"	.79611805	.0000318	.71503237	.88639896	""	444	"Crude"
"onscoviddeath"	"crude"	"Pakistani"	.68184929	5.398e-08	.59394042	.78276951	""	445	"Crude"
"onscoviddeath"	"crude"	"Bangladeshi"	.68657034	.00935582	.51702878	.91170715	""	446	"Crude"
"onscoviddeath"	"crude"	"Caribbean"	1.9334015	1.340e-16	1.6537293	2.2603709	""	447	"Crude"
"onscoviddeath"	"crude"	"African"	.52688954	1.497e-10	.43308472	.6410122	""	448	"Crude"
"onscoviddeath"	"crude"	"Chinese"	.26624417	2.707e-12	.18373051	.38581485	""	449	"Crude"
"onscoviddeath"	"crude"	"All mixed"	.45476123	4.182e-12	.3639226	.56827407	""	450	"Crude"
"onscoviddeath"	"crude"	"All Other"	.5750765	1.085e-20	.51196108	.6459729	""	451	"Crude"
"onscoviddeath"	"model0"	"British or Mixed British"	1		1	1	""	452	"Age-sex"
"onscoviddeath"	"model0"	"Irish"	1.1451564	.13522262	.9585866	1.3680382	""	453	"Age-sex"
"onscoviddeath"	"model0"	"Other White"	.9045612	.02443901	.82888429	.98714739	""	454	"Age-sex"
"onscoviddeath"	"model0"	"Indian"	1.3664156	6.111e-08	1.2204313	1.5298621	""	455	"Age-sex"
"onscoviddeath"	"model0"	"Pakistani"	1.6367486	5.899e-12	1.4224647	1.8833128	""	456	"Age-sex"
"onscoviddeath"	"model0"	"Bangladeshi"	2.2257573	3.782e-08	1.6736628	2.9599721	""	457	"Age-sex"
"onscoviddeath"	"model0"	"Caribbean"	1.5297745	1.875e-07	1.3037375	1.795001	""	458	"Age-sex"
"onscoviddeath"	"model0"	"African"	2.14531	7.320e-14	1.7565228	2.6201511	""	459	"Age-sex"
"onscoviddeath"	"model0"	"Chinese"	1.0113964	.95234456	.6974615	1.4666368	""	460	"Age-sex"
"onscoviddeath"	"model0"	"All mixed"	1.5361311	.00017875	1.2272135	1.9228103	""	461	"Age-sex"
"onscoviddeath"	"model0"	"All Other"	1.5850664	1.013e-13	1.4039194	1.7895866	""	462	"Age-sex"
"onscoviddeath"	"model1"	"British or Mixed British"	1		1	1	""	463	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Irish"	1.070539	.45289529	.89599224	1.2790889	""	464	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Other White"	.87025241	.00187556	.79725968	.94992794	""	465	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Indian"	1.2466004	.00014879	1.1124053	1.3969841	""	466	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Pakistani"	1.3259542	.00009645	1.1506446	1.5279737	""	467	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Bangladeshi"	1.8001089	.00005483	1.3528819	2.3951773	""	468	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Caribbean"	1.2963459	.00150593	1.1043455	1.5217274	""	469	"Age-sex-IMD"
"onscoviddeath"	"model1"	"African"	1.8179029	5.100e-09	1.4876941	2.221405	""	470	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Chinese"	.98323437	.92895274	.67802378	1.4258347	""	471	"Age-sex-IMD"
"onscoviddeath"	"model1"	"All mixed"	1.3993671	.00337555	1.1177809	1.7518893	""	472	"Age-sex-IMD"
"onscoviddeath"	"model1"	"All Other"	1.4352882	6.286e-09	1.2705372	1.6214024	""	473	"Age-sex-IMD"
"onscoviddeath"	"model2"	"British or Mixed British"	1		1	1	""	474	"+ co-morbidities"
"onscoviddeath"	"model2"	"Irish"	1.1375762	.17551007	.9440373	1.3707928	""	475	"+ co-morbidities"
"onscoviddeath"	"model2"	"Other White"	.9664388	.47810275	.87944949	1.0620325	""	476	"+ co-morbidities"
"onscoviddeath"	"model2"	"Indian"	1.293051	.00006271	1.1401379	1.4664726	""	477	"+ co-morbidities"
"onscoviddeath"	"model2"	"Pakistani"	1.08007	.33720685	.92285627	1.2640661	""	478	"+ co-morbidities"
"onscoviddeath"	"model2"	"Bangladeshi"	1.5357822	.00412136	1.1455807	2.0588918	""	479	"+ co-morbidities"
"onscoviddeath"	"model2"	"Caribbean"	1.1549305	.10257354	.97152064	1.3729657	""	480	"+ co-morbidities"
"onscoviddeath"	"model2"	"African"	1.7058959	6.240e-06	1.3531016	2.1506744	""	481	"+ co-morbidities"
"onscoviddeath"	"model2"	"Chinese"	1.1759428	.44917443	.77285459	1.7892648	""	482	"+ co-morbidities"
"onscoviddeath"	"model2"	"All mixed"	1.4289539	.00449272	1.1170831	1.8278939	""	483	"+ co-morbidities"
"onscoviddeath"	"model2"	"All Other"	1.5240816	6.196e-10	1.3335775	1.7417995	""	484	"+ co-morbidities"
"onscoviddeath"	"model3"	"British or Mixed British"	1		1	1	""	485	"+ household size"
"onscoviddeath"	"model3"	"Irish"	1.1180074	.24108716	.9277872	1.3472277	""	486	"+ household size"
"onscoviddeath"	"model3"	"Other White"	.94765088	.26419687	.86229654	1.041454	""	487	"+ household size"
"onscoviddeath"	"model3"	"Indian"	1.0588865	.38083737	.93169508	1.2034415	""	488	"+ household size"
"onscoviddeath"	"model3"	"Pakistani"	.72030386	.00006314	.61335607	.8458996	""	489	"+ household size"
"onscoviddeath"	"model3"	"Bangladeshi"	1.0121334	.93625945	.75313109	1.3602067	""	490	"+ household size"
"onscoviddeath"	"model3"	"Caribbean"	1.1788256	.06284091	.99122621	1.4019301	""	491	"+ household size"
"onscoviddeath"	"model3"	"African"	1.4912782	.00075211	1.1819898	1.8814974	""	492	"+ household size"
"onscoviddeath"	"model3"	"Chinese"	1.0709236	.74906372	.70375163	1.6296621	""	493	"+ household size"
"onscoviddeath"	"model3"	"All mixed"	1.3706671	.01219135	1.0711742	1.7538962	""	494	"+ household size"
"onscoviddeath"	"model3"	"All Other"	1.3031387	.00011787	1.1388301	1.4911535	""	495	"+ household size"
"ons"	"crude"	"British or Mixed British"	1		1	1	"eth16"	496	"Crude"
"ons"	"crude"	"Irish"	1.2513655	6.931e-07	1.145323	1.3672261	"eth16"	497	"Crude"
"ons"	"crude"	"Other White"	.38157409	0	.36676722	.39697874	"eth16"	498	"Crude"
"ons"	"crude"	"Indian"	.36504052	6.13e-175	.34034624	.39152652	"eth16"	499	"Crude"
"ons"	"crude"	"Pakistani"	.30720346	4.02e-142	.28044346	.33651691	"eth16"	500	"Crude"
"ons"	"crude"	"Bangladeshi"	.23594652	1.808e-39	.19023964	.29263491	"eth16"	501	"Crude"
"ons"	"crude"	"Caribbean"	.80661716	.00008654	.72454897	.89798105	"eth16"	502	"Crude"
"ons"	"crude"	"African"	.15345493	9.69e-115	.13058832	.1803256	"eth16"	503	"Crude"
"ons"	"crude"	"Chinese"	.10961852	1.564e-63	.08473209	.14181427	"eth16"	504	"Crude"
"ons"	"crude"	"All mixed"	.20046929	7.972e-99	.17266934	.23274505	"eth16"	505	"Crude"
"ons"	"crude"	"All Other"	.22468784	7.08e-278	.20696641	.24392666	"eth16"	506	"Crude"
"ons"	"model0"	"British or Mixed British"	1		1	1	"eth16"	507	"Age-sex"
"ons"	"model0"	"Irish"	1.1010007	.03435063	1.0071177	1.2036355	"eth16"	508	"Age-sex"
"ons"	"model0"	"Other White"	.89419104	5.935e-08	.85875474	.93108962	"eth16"	509	"Age-sex"
"ons"	"model0"	"Indian"	.78618283	6.970e-11	.73134672	.84513052	"eth16"	510	"Age-sex"
"ons"	"model0"	"Pakistani"	.86312612	.00173695	.78717042	.94641095	"eth16"	511	"Age-sex"
"ons"	"model0"	"Bangladeshi"	.89565626	.316999	.72177281	1.1114302	"eth16"	512	"Age-sex"
"ons"	"model0"	"Caribbean"	.86225505	.0075611	.77340467	.96131275	"eth16"	513	"Age-sex"
"ons"	"model0"	"African"	.73245923	.00017352	.62258817	.86171977	"eth16"	514	"Age-sex"
"ons"	"model0"	"Chinese"	.46041426	3.672e-09	.35580842	.59577368	"eth16"	515	"Age-sex"
"ons"	"model0"	"All mixed"	.77043879	.0006465	.66322945	.89497824	"eth16"	516	"Age-sex"
"ons"	"model0"	"All Other"	.75417096	4.347e-11	.69348507	.8201674	"eth16"	517	"Age-sex"
"ons"	"model1"	"British or Mixed British"	1		1	1	"eth16"	518	"Age-sex-IMD"
"ons"	"model1"	"Irish"	1.0459399	.32360447	.95669547	1.1435095	"eth16"	519	"Age-sex-IMD"
"ons"	"model1"	"Other White"	.86378339	1.449e-12	.82946484	.89952186	"eth16"	520	"Age-sex-IMD"
"ons"	"model1"	"Indian"	.73087389	2.694e-17	.67966516	.7859409	"eth16"	521	"Age-sex-IMD"
"ons"	"model1"	"Pakistani"	.71290498	8.972e-13	.64970875	.78224821	"eth16"	522	"Age-sex-IMD"
"ons"	"model1"	"Bangladeshi"	.74823149	.00848872	.60288467	.92861933	"eth16"	523	"Age-sex-IMD"
"ons"	"model1"	"Caribbean"	.74140345	8.173e-08	.6646102	.82706987	"eth16"	524	"Age-sex-IMD"
"ons"	"model1"	"African"	.62427051	1.901e-08	.52968771	.73574233	"eth16"	525	"Age-sex-IMD"
"ons"	"model1"	"Chinese"	.4442473	9.545e-10	.34254402	.57614685	"eth16"	526	"Age-sex-IMD"
"ons"	"model1"	"All mixed"	.71136614	8.968e-06	.61208515	.82675063	"eth16"	527	"Age-sex-IMD"
