parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	comorbidity_cat
"age2"	"Age spline 2"	.44206462	.09207699	-3.9190789	.00008889	.29389368	.6649382	"model0"	"ons"	"eth5"	""
"age3"	"Age spline 3"	7.2531223	3.3859963	4.2444136	.00002192	2.9050666	18.108977	"model0"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	6.1844313	2.0030688	5.6254936	1.850e-08	3.2779703	11.667949	"model2"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	13.497274	4.5327305	7.749521	9.224e-15	6.9886095	26.067619	"model2"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	28.211612	9.6349313	9.7789251	1.387e-22	14.445164	55.097681	"model2"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.male"	"Male"	1.2205226	.16288679	1.4932132	.13538138	.93960945	1.5854198	"model2"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.1642505	.11515257	1.5375809	.12415112	.95908396	1.4133062	"model2"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.71818877	.16079825	-1.4784793	.13927954	.4630838	1.1138267	"model2"	"ons"	"eth5"	""
"age3"	"Age spline 3"	2.4117562	1.2280633	1.7289028	.0838265	.88900174	6.5428084	"model2"	"ons"	"eth5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1005947	.27335824	.38591378	.69956052	.67641268	1.7907835	"model2"	"ons"	"eth5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0680216	.26035583	.26995499	.78719488	.66233743	1.7221889	"model2"	"ons"	"eth5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3269234	.30054881	1.2488405	.21172342	.85123263	2.0684424	"model2"	"ons"	"eth5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3392734	.31326115	1.2489205	.21169417	.84677879	2.1182076	"model2"	"ons"	"eth5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.94635018	.0133971	-3.8951873	.00009812	.92045327	.97297569	"model2"	"ons"	"eth5"	""
"hba1c_pct"	"HbA1c %"	1.1733444	.05597467	3.3509563	.00080533	1.0686088	1.2883453	"model2"	"ons"	"eth5"	""
"bp_map"	"Mean Arterial Pressure"	.99166964	.00389926	-2.1274731	.03338079	.98405661	.99934157	"model2"	"ons"	"eth5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.hh_total_cat"	"Number of people in household"	.64262151	.11092459	-2.561802	.01041307	.4581705	.9013291	"model2"	"ons"	"eth5"	""
"3.hh_total_cat"	"Number of people in household"	.64739727	.19014836	-1.4803451	.13878116	.36405143	1.1512748	"model2"	"ons"	"eth5"	""
"4.hh_total_cat"	"Number of people in household"	.66390443	.29207378	-.93108868	.3518077	.28030672	1.5724528	"model2"	"ons"	"eth5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.carehome"	"Care home y/n"	6.5786572	2.7104081	4.5724023	4.822e-06	2.933878	14.751374	"model2"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onsdeath"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	9.755235	.15337039	144.88138	0	9.4592188	10.060515	"crude"	"onsdeath"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	32.168905	.49460709	225.75147	0	31.213954	33.153071	"crude"	"onsdeath"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	77.691961	1.193347	283.38265	0	75.3879	80.06644	"crude"	"onsdeath"	"1"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onsdeath"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.9829797	.04993927	65.28261	0	2.8866889	3.0824824	"model0"	"onsdeath"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	5.4925095	.09328142	100.29714	0	5.3126907	5.6784147	"model0"	"onsdeath"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	9.8086375	.16892629	132.57678	0	9.4830737	10.145378	"model0"	"onsdeath"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"1"	""
"1.male"	"Male"	1.216869	.00950741	25.12234	2.84e-139	1.1983767	1.2356466	"model0"	"onsdeath"	"1"	""
"age1"	"Age spline 1"	1.2151062	.00986633	23.994838	3.15e-127	1.1959216	1.2345986	"model0"	"onsdeath"	"1"	""
"age2"	"Age spline 2"	.70630228	.0127906	-19.200805	3.644e-82	.68167285	.7318216	"model0"	"onsdeath"	"1"	""
"age3"	"Age spline 3"	2.4102585	.09825188	21.581129	2.70e-103	2.2251803	2.6107305	"model0"	"onsdeath"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onsdeath"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.7315562	.06539696	41.972333	0	2.6063413	2.8627867	"model2"	"onsdeath"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	5.208475	.12491876	68.808555	0	4.9693042	5.4591571	"model2"	"onsdeath"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	8.9292537	.21601154	90.500294	0	8.5157591	9.3628261	"model2"	"onsdeath"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"1"	""
"1.male"	"Male"	1.3804422	.0136859	32.519604	5.63e-232	1.3538773	1.4075284	"model2"	"onsdeath"	"1"	""
"age1"	"Age spline 1"	1.1752525	.01767601	10.736777	6.839e-27	1.1411138	1.2104126	"model2"	"onsdeath"	"1"	""
"age2"	"Age spline 2"	.79330177	.02544803	-7.2182519	5.266e-13	.74496016	.84478034	"model2"	"onsdeath"	"1"	""
"age3"	"Age spline 3"	1.7361105	.12302332	7.7848711	6.978e-15	1.5109844	1.9947788	"model2"	"onsdeath"	"1"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	"1"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1394818	.01762412	8.4421944	3.114e-17	1.1054575	1.1745534	"model2"	"onsdeath"	"1"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.220284	.01902855	12.767051	2.505e-37	1.1835528	1.258155	"model2"	"onsdeath"	"1"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3526635	.02132343	19.162327	7.638e-82	1.3115093	1.395109	"model2"	"onsdeath"	"1"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5857517	.025831	28.304143	3.07e-176	1.5359235	1.6371964	"model2"	"onsdeath"	"1"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.96529912	.00096653	-35.272368	1.56e-272	.96340662	.96719534	"model2"	"onsdeath"	"1"	""
"hba1c_pct"	"HbA1c %"	1.1379912	.00461959	31.843044	1.64e-222	1.1289728	1.1470815	"model2"	"onsdeath"	"1"	""
"bp_map"	"Mean Arterial Pressure"	.99147364	.0002758	-30.782898	4.44e-208	.99093323	.99201434	"model2"	"onsdeath"	"1"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onsdeath"	"1"	""
"2.hh_total_cat"	"Number of people in household"	1.0412431	.0166719	2.5241348	.01159835	1.0090742	1.0744375	"model2"	"onsdeath"	"1"	""
"3.hh_total_cat"	"Number of people in household"	1.7717965	.05450158	18.595001	3.527e-77	1.6681317	1.8819034	"model2"	"onsdeath"	"1"	""
"4.hh_total_cat"	"Number of people in household"	2.2369286	.05991318	30.059491	1.64e-198	2.1225299	2.3574932	"model2"	"onsdeath"	"1"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onsdeath"	"1"	""
"1.carehome"	"Care home y/n"	2.5205179	.06573971	35.444774	3.49e-275	2.3949084	2.6527155	"model2"	"onsdeath"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onsdeath"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	11.121787	.8013043	33.434661	4.30e-245	9.6571071	12.808612	"crude"	"onsdeath"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	44.711248	3.1539157	53.873605	0	38.937973	51.340518	"crude"	"onsdeath"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	133.65304	9.4152889	69.4896	0	116.41671	153.44134	"crude"	"onsdeath"	"2"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onsdeath"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.255292	.26304755	14.606342	2.559e-48	2.7784824	3.813926	"model0"	"onsdeath"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	6.6592307	.55876632	22.596079	4.74e-113	5.6493825	7.849593	"model0"	"onsdeath"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	14.373041	1.2295864	31.156207	4.18e-213	12.154301	16.996807	"model0"	"onsdeath"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"2"	""
"1.male"	"Male"	1.3072673	.05270058	6.6463746	3.004e-11	1.2079514	1.4147488	"model0"	"onsdeath"	"2"	""
"age1"	"Age spline 1"	1.0934416	.02069163	4.7206179	2.351e-06	1.0536296	1.1347579	"model0"	"onsdeath"	"2"	""
"age2"	"Age spline 2"	.93511599	.04372116	-1.4348195	.15133854	.85323316	1.0248569	"model0"	"onsdeath"	"2"	""
"age3"	"Age spline 3"	1.2130276	.13396477	1.7486623	.08034942	.97693436	1.5061769	"model0"	"onsdeath"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onsdeath"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.4534691	.24178495	9.1072491	8.450e-20	2.0225358	2.9762195	"model2"	"onsdeath"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	5.0401529	.50825344	16.039492	6.771e-58	4.1362597	6.141573	"model2"	"onsdeath"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	10.767475	1.1035707	23.187665	6.06e-119	8.8079182	13.162988	"model2"	"onsdeath"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"2"	""
"1.male"	"Male"	1.3760889	.06489467	6.7695854	1.292e-11	1.2545988	1.5093436	"model2"	"onsdeath"	"2"	""
"age1"	"Age spline 1"	1.0997367	.03890575	2.6873366	.00720243	1.0260664	1.1786964	"model2"	"onsdeath"	"2"	""
"age2"	"Age spline 2"	.93655351	.07516476	-.81673631	.41407914	.80023567	1.0960927	"model2"	"onsdeath"	"2"	""
"age3"	"Age spline 3"	1.187899	.21703868	.94241169	.3459819	.8303442	1.6994205	"model2"	"onsdeath"	"2"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	"2"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0252991	.11781484	.21743004	.82787322	.81854189	1.2842816	"model2"	"onsdeath"	"2"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1215179	.11820456	1.0881059	.27654838	.91220441	1.3788602	"model2"	"onsdeath"	"2"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3596877	.13588416	3.0744633	.00210882	1.1178202	1.6538889	"model2"	"onsdeath"	"2"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5797708	.16106416	4.4851518	7.286e-06	1.2936314	1.9292015	"model2"	"onsdeath"	"2"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.98881715	.00486715	-2.2847194	.02232929	.97932357	.99840277	"model2"	"onsdeath"	"2"	""
"hba1c_pct"	"HbA1c %"	1.0767008	.01733935	4.5889749	4.454e-06	1.043247	1.1112273	"model2"	"onsdeath"	"2"	""
"bp_map"	"Mean Arterial Pressure"	.99499083	.0014389	-3.4725117	.00051561	.99217463	.99781503	"model2"	"onsdeath"	"2"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onsdeath"	"2"	""
"2.hh_total_cat"	"Number of people in household"	1.0852963	.05808456	1.5294047	.12616414	.97722014	1.2053252	"model2"	"onsdeath"	"2"	""
"3.hh_total_cat"	"Number of people in household"	1.0413023	.06672314	.63162161	.52763416	.91840602	1.180644	"model2"	"onsdeath"	"2"	""
"4.hh_total_cat"	"Number of people in household"	1.0928982	.14716265	.65971578	.50943624	.83938729	1.4229743	"model2"	"onsdeath"	"2"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onsdeath"	"2"	""
"1.carehome"	"Care home y/n"	5.6772576	.88824476	11.098718	1.273e-28	4.1779424	7.7146238	"model2"	"onsdeath"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onsdeath"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	10.634046	1.2996959	19.342626	2.352e-83	8.3688248	13.512404	"crude"	"onsdeath"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	53.555491	6.3811283	33.409346	1.00e-244	42.40172	67.643261	"crude"	"onsdeath"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	132.18938	16.207807	39.835373	0	103.95139	168.0981	"crude"	"onsdeath"	"3"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onsdeath"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	4.0957789	.54543881	10.58757	3.403e-26	3.1548679	5.3173082	"model0"	"onsdeath"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	11.713619	1.6131484	17.868359	2.080e-71	8.9426732	15.343162	"model0"	"onsdeath"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	19.948688	2.880099	20.731816	1.789e-95	15.032174	26.473226	"model0"	"onsdeath"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"3"	""
"1.male"	"Male"	1.3663011	.08842426	4.8225714	1.417e-06	1.203534	1.5510809	"model0"	"onsdeath"	"3"	""
"age1"	"Age spline 1"	1.1284099	.0357879	3.8091816	.00013943	1.0604025	1.2007789	"model0"	"onsdeath"	"3"	""
"age2"	"Age spline 2"	.8398422	.06402882	-2.2893928	.02205654	.72327399	.97519741	"model0"	"onsdeath"	"3"	""
"age3"	"Age spline 3"	1.559599	.2794058	2.4807309	.01311133	1.0977873	2.2156833	"model0"	"onsdeath"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onsdeath"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.0608542	.53359815	6.4171124	1.389e-10	2.1749678	4.3075711	"model2"	"onsdeath"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	8.1801241	1.4580842	11.79097	4.345e-32	5.7681375	11.6007	"model2"	"onsdeath"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	12.800949	2.3714589	13.762105	4.308e-43	8.9033114	18.404871	"model2"	"onsdeath"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"3"	""
"1.male"	"Male"	1.3796194	.11003723	4.0347446	.00005466	1.1799625	1.6130595	"model2"	"onsdeath"	"3"	""
"age1"	"Age spline 1"	1.241502	.10321871	2.6018941	.00927105	1.0548201	1.461223	"model2"	"onsdeath"	"3"	""
"age2"	"Age spline 2"	.68538654	.12195497	-2.1230791	.03374723	.48358868	.9713931	"model2"	"onsdeath"	"3"	""
"age3"	"Age spline 3"	2.3995169	.94855233	2.2141309	.02681977	1.1056956	5.2072934	"model2"	"onsdeath"	"3"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	"3"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3165136	.32408109	1.117079	.26396055	.81262157	2.1328601	"model2"	"onsdeath"	"3"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.6282191	.3752526	2.1152031	.03441264	1.0364254	2.5579242	"model2"	"onsdeath"	"3"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.7608136	.39456212	2.5248901	.01157345	1.1349497	2.7318078	"model2"	"onsdeath"	"3"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5560301	.34843589	1.9744799	.0483272	1.0032558	2.4133722	"model2"	"onsdeath"	"3"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.98587998	.00744058	-1.8842434	.05953206	.97140404	1.0005716	"model2"	"onsdeath"	"3"	""
"hba1c_pct"	"HbA1c %"	1.1939844	.02644823	8.0038843	1.206e-15	1.143256	1.2469637	"model2"	"onsdeath"	"3"	""
"bp_map"	"Mean Arterial Pressure"	.99286786	.00237904	-2.9871888	.00281556	.98821595	.99754166	"model2"	"onsdeath"	"3"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onsdeath"	"3"	""
"2.hh_total_cat"	"Number of people in household"	.852871	.08167162	-1.6619217	.09652848	.70692215	1.028952	"model2"	"onsdeath"	"3"	""
"3.hh_total_cat"	"Number of people in household"	.94283792	.14802006	-.37492403	.70771697	.69311191	1.2825394	"model2"	"onsdeath"	"3"	""
"4.hh_total_cat"	"Number of people in household"	1.6238522	.39172349	2.0096972	.04446325	1.0120694	2.6054497	"model2"	"onsdeath"	"3"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onsdeath"	"3"	""
"1.carehome"	"Care home y/n"	5.2181511	1.2500762	6.8964856	5.330e-12	3.2628733	8.3451296	"model2"	"onsdeath"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onsdeath"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	13.338611	2.7182699	12.712441	5.043e-37	8.946324	19.887336	"crude"	"onsdeath"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	54.934359	11.259416	19.545834	4.476e-85	36.760441	82.093243	"crude"	"onsdeath"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	170.30894	35.543653	24.617099	8.29e-134	113.13339	256.37997	"crude"	"onsdeath"	"4"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onsdeath"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.9808236	.90046146	6.1073829	1.013e-09	2.5552378	6.2017541	"model0"	"onsdeath"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	7.7102359	1.8730266	8.4080669	4.168e-17	4.7894715	12.412171	"model0"	"onsdeath"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	16.485357	4.1572586	11.113035	1.084e-28	10.056418	27.024234	"model0"	"onsdeath"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"4"	""
"1.male"	"Male"	1.6684346	.20837917	4.0985284	.00004158	1.3061659	2.1311794	"model0"	"onsdeath"	"4"	""
"age1"	"Age spline 1"	1.1627141	.06386307	2.7447356	.00605597	1.0440467	1.2948692	"model0"	"onsdeath"	"4"	""
"age2"	"Age spline 2"	.7993259	.10804368	-1.6570912	.09750103	.61329335	1.0417884	"model0"	"onsdeath"	"4"	""
"age3"	"Age spline 3"	1.7589872	.56271241	1.7653196	.07751007	.93963093	3.2928205	"model0"	"onsdeath"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onsdeath"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.8168962	1.2563604	4.0692896	.00004716	2.002308	7.2759516	"model2"	"onsdeath"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	8.6828607	2.9671282	6.3248733	2.534e-10	4.4441446	16.96436	"model2"	"onsdeath"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	16.30501	5.7359557	7.9350308	2.104e-15	8.1823118	32.491227	"model2"	"onsdeath"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"4"	""
"1.male"	"Male"	1.9288607	.29903478	4.2373852	.00002261	1.4234347	2.6137509	"model2"	"onsdeath"	"4"	""
"age1"	"Age spline 1"	1.1303196	.10222534	1.3545039	.17557568	.94671479	1.3495325	"model2"	"onsdeath"	"4"	""
"age2"	"Age spline 2"	.79609428	.16758618	-1.0832604	.27869285	.52696002	1.2026835	"model2"	"onsdeath"	"4"	""
"age3"	"Age spline 3"	1.8605935	.90463812	1.2770125	.20159785	.71744608	4.8251823	"model2"	"onsdeath"	"4"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	"4"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.63421602	.19721331	-1.4644052	.14308327	.34478705	1.166604	"model2"	"onsdeath"	"4"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.82823156	.23150233	-.67425062	.50015199	.47888255	1.4324337	"model2"	"onsdeath"	"4"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2055103	.3110098	.72445769	.46878479	.7270584	1.9988148	"model2"	"onsdeath"	"4"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.95593681	.25588624	-.16834758	.86630984	.56569012	1.6153989	"model2"	"onsdeath"	"4"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.99191292	.0142045	-.5670241	.57069781	.96445968	1.0201476	"model2"	"onsdeath"	"4"	""
"hba1c_pct"	"HbA1c %"	1.1654842	.05649282	3.1593095	.00158143	1.0598571	1.2816382	"model2"	"onsdeath"	"4"	""
"bp_map"	"Mean Arterial Pressure"	.99444713	.00429083	-1.2905252	.19686837	.98607271	1.0028927	"model2"	"onsdeath"	"4"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onsdeath"	"4"	""
"2.hh_total_cat"	"Number of people in household"	.86897804	.15988278	-.76329067	.44529006	.60589408	1.2462951	"model2"	"onsdeath"	"4"	""
"3.hh_total_cat"	"Number of people in household"	.83940436	.27339523	-.53749446	.59092611	.44333665	1.5893107	"model2"	"onsdeath"	"4"	""
"4.hh_total_cat"	"Number of people in household"	1.8892878	.83872758	1.4330813	.15183462	.79143817	4.5100281	"model2"	"onsdeath"	"4"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onsdeath"	"4"	""
"1.carehome"	"Care home y/n"	2.9284013	1.3264479	2.3720797	.01768827	1.2052317	7.1152578	"model2"	"onsdeath"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onsdeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	19.915228	3.2598339	18.275808	1.290e-74	14.449603	27.448248	"crude"	"onsdeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	86.930007	14.160114	27.411605	1.99e-165	63.170841	119.62523	"crude"	"onsdeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	229.81771	38.401532	32.539969	2.90e-232	165.63474	318.87138	"crude"	"onsdeath"	"5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onsdeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	5.6853935	1.020241	9.6846207	3.505e-22	3.9995657	8.0818023	"model0"	"onsdeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	12.154344	2.3145501	13.116045	2.665e-39	8.3683018	17.653293	"model0"	"onsdeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	23.104207	4.5681511	15.881162	8.558e-57	15.681657	34.040048	"model0"	"onsdeath"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"5"	""
"1.male"	"Male"	1.3469226	.1258592	3.1872427	.00143636	1.1215139	1.6176355	"model0"	"onsdeath"	"5"	""
"age1"	"Age spline 1"	1.3959024	.10282503	4.5279906	5.955e-06	1.2082416	1.6127101	"model0"	"onsdeath"	"5"	""
"age2"	"Age spline 2"	.50144859	.08188971	-4.2267459	.00002371	.3640993	.69061019	"model0"	"onsdeath"	"5"	""
"age3"	"Age spline 3"	5.324343	1.9593869	4.5441979	5.514e-06	2.5883278	10.952488	"model0"	"onsdeath"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onsdeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	4.0161749	.9543585	5.8508498	4.891e-09	2.520825	6.3985645	"model2"	"onsdeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	7.7591255	1.9205343	8.2776114	1.257e-16	4.7766548	12.603806	"model2"	"onsdeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	14.345485	3.6484592	10.47244	1.156e-25	8.7142661	23.615637	"model2"	"onsdeath"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"5"	""
"1.male"	"Male"	1.4348758	.16183927	3.2013398	.0013679	1.1502904	1.7898685	"model2"	"onsdeath"	"5"	""
"age1"	"Age spline 1"	1.1748352	.10372684	1.8249731	.06800509	.98815232	1.3967864	"model2"	"onsdeath"	"5"	""
"age2"	"Age spline 2"	.72566895	.1430135	-1.6270771	.10372072	.49315712	1.0678046	"model2"	"onsdeath"	"5"	""
