idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	dm_type
"model2_tested_eth5_5"	"age3"	"Age spline 3"	1.5258506	.0396159	16.275061	1.484e-59	1.4501473	1.6055058	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0239951	.03276212	.74112121	.45861995	.9617544	1.0902637	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0382268	.03249156	1.1987208	.23063652	.97645825	1.1039027	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0222024	.0311685	.72018586	.47141057	.96290289	1.0851539	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0008554	.03183697	.02687983	.97855558	.94036147	1.0652409	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0112843	.00176685	6.4225742	1.340e-10	1.0078272	1.0147532	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.01655	.00067283	24.80028	8.90e-136	1.0152322	1.0178696	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1188398	.0241991	5.1918066	2.083e-07	1.0724017	1.1672888	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.90561777	.02459983	-3.6496623	.00026259	.85866397	.95513911	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.hypertension"	"Diagnosed hypertension"	1.0631135	.03017082	2.1565398	.03104154	1.0055943	1.1239228	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"bp_map"	"Mean Arterial Pressure"	1.0068594	.00025775	26.703249	4.32e-157	1.0063543	1.0073647	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3526159	.07376534	5.5384371	3.052e-08	1.2154972	1.5052029	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4819883	.05885661	9.9052841	3.948e-23	1.3710069	1.6019536	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.cancer"	"Cancer"	1.7793849	.07033134	14.579591	3.788e-48	1.6467422	1.9227118	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.chronic_liver_disease"	"Chronic liver disease"	1.1832225	.09220214	2.1590316	.03084772	1.0156332	1.3784657	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.stroke"	"Stroke"	1.5175802	.09684952	6.5360021	6.319e-11	1.3391504	1.7197843	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.dementia"	"Dementia"	2.4558643	.33948405	6.4996924	8.048e-11	1.8730067	3.2201003	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.other_neuro"	"Neurological disease"	1.3777458	.13353562	3.3062103	.00094567	1.1393781	1.6659821	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.egfr60"	"CKD defined by egfr<60"	1.3300155	.06853613	5.5344237	3.123e-08	1.2022479	1.4713616	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.esrf"	"end stage renal failure"	3.0843318	.41445876	8.3819944	5.204e-17	2.3701751	4.0136709	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.034148	.11113662	.31244895	.75469935	.83773518	1.2766112	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"tested"	"eth5"	""	""
"model2_tested_eth5_5"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0476379	.04920885	.99077625	.32179485	.95549672	1.1486645	"model2"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.dm_type"	"Diabetes Type"	1.1656505	.16178784	1.1043479	.26944225	.88802423	1.530072	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"2.dm_type"	"Diabetes Type"	1.0737258	.03755236	2.0339358	.04195807	1.0025904	1.1499083	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"3.dm_type"	"Diabetes Type"	1.0329638	.04588254	.73015197	.4652973	.946839	1.1269225	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.male"	"Male"	.79066714	.01570537	-11.824648	2.911e-32	.76047667	.82205615	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"age1"	"Age spline 1"	1.0430263	.00294827	14.903298	3.137e-50	1.0372638	1.0488209	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"age2"	"Age spline 2"	.86052786	.00836535	-15.451739	7.344e-54	.84428727	.87708084	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"age3"	"Age spline 3"	1.4690803	.04003238	14.115126	3.065e-45	1.3926768	1.5496755	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0313148	.03453035	.92093046	.35708673	.96580938	1.1012631	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0326726	.03385817	.98057933	.32680023	.96839906	1.101212	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0181556	.0325798	.56229412	.57391565	.95626155	1.0840557	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0071819	.03370622	.21383745	.83067382	.94323895	1.0754596	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0125752	.00184626	6.8538231	7.190e-12	1.0089631	1.0162003	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0162062	.00069088	23.646306	1.29e-123	1.014853	1.0175612	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1174699	.02523611	4.9181181	8.738e-07	1.0690867	1.1680428	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.90081398	.0254604	-3.6957736	.00021922	.8522695	.9521235	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.hypertension"	"Diagnosed hypertension"	1.0588596	.03147194	1.9242162	.05432748	.99893805	1.1223756	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"bp_map"	"Mean Arterial Pressure"	1.0065922	.00026959	24.533195	6.54e-133	1.0060639	1.0071207	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.36668	.07787875	5.481977	4.206e-08	1.2222556	1.5281698	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4876024	.06204477	9.522554	1.690e-21	1.3708346	1.6143165	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.cancer"	"Cancer"	1.7979425	.07447753	14.161992	1.575e-45	1.6577377	1.9500051	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.chronic_liver_disease"	"Chronic liver disease"	1.18976	.09625128	2.1477397	.03173444	1.015307	1.394188	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.stroke"	"Stroke"	1.4615084	.09794479	5.6623454	1.493e-08	1.2816133	1.6666547	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.dementia"	"Dementia"	1.4956574	.2199368	2.7376071	.0061888	1.1211474	1.9952693	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.other_neuro"	"Neurological disease"	1.2423624	.12593311	2.1409057	.03228164	1.0185105	1.5154132	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.egfr60"	"CKD defined by egfr<60"	1.3557096	.0728949	5.6598793	1.515e-08	1.2201088	1.5063808	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.esrf"	"end stage renal failure"	3.0157225	.42408149	7.8496078	4.173e-15	2.2892458	3.9727416	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0701941	.11845592	.61290331	.53994027	.86148186	1.3294713	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0152455	.05031537	.30529715	.76013985	.92126738	1.1188103	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"tested"	"eth5"	""	"1"
"model3_tested_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.0978629	.02264536	4.5264239	5.999e-06	1.054364	1.1431564	"model3"	"tested"	"eth5"	""	"2"
"model3_tested_eth5_5"	"3.hh_total_cat"	"Number of people in household"	.86256703	.02775911	-4.5939507	4.349e-06	.80984053	.91872642	"model3"	"tested"	"eth5"	""	"3"
"model3_tested_eth5_5"	"4.hh_total_cat"	"Number of people in household"	.71161685	.04568102	-5.2998638	1.159e-07	.6274871	.80702622	"model3"	"tested"	"eth5"	""	"4"
"model3_tested_eth5_5"	"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"tested"	"eth5"	""	""
"model3_tested_eth5_5"	"1.carehome"	"Care home y/n"	14.552827	1.3523356	28.816328	1.34e-182	12.12966	17.460074	"model3"	"tested"	"eth5"	""	""
"crude_positivetest_eth5_1"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"crude"	"positivetest"	"eth5"	""	""
"crude_positivetest_eth5_1"	"1.dm_type"	"Diabetes Type"	1.6786775	.08588546	10.124712	4.292e-24	1.5185099	1.8557392	"crude"	"positivetest"	"eth5"	""	""
"crude_positivetest_eth5_1"	"2.dm_type"	"Diabetes Type"	2.3904734	.03126929	66.623738	0	2.3299657	2.4525525	"crude"	"positivetest"	"eth5"	""	""
"crude_positivetest_eth5_1"	"3.dm_type"	"Diabetes Type"	1.6117833	.0445082	17.286042	5.993e-67	1.5268675	1.7014217	"crude"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"1.dm_type"	"Diabetes Type"	1.8254953	.09342066	11.760533	6.234e-32	1.6512774	2.018094	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"2.dm_type"	"Diabetes Type"	1.7293434	.02390655	39.622347	0	1.6831165	1.77684	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"3.dm_type"	"Diabetes Type"	1.1670838	.03258863	5.5333418	3.142e-08	1.1049277	1.2327365	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"1.male"	"Male"	.81277989	.0077222	-21.818271	1.56e-105	.7977847	.82805694	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"age1"	"Age spline 1"	1.0447152	.00173338	26.364876	3.47e-153	1.0413234	1.0481181	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"age2"	"Age spline 2"	.82865009	.004285	-36.347922	2.83e-289	.82029406	.83709124	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_1"	"age3"	"Age spline 3"	1.8446795	.02480574	45.534114	0	1.7966962	1.8939442	"model0"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"1.dm_type"	"Diabetes Type"	1.8282713	.0936882	11.774434	5.287e-32	1.653566	2.0214348	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"2.dm_type"	"Diabetes Type"	1.6755982	.02327383	37.161652	2.84e-302	1.6305977	1.7218407	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"3.dm_type"	"Diabetes Type"	1.1537649	.03233911	5.1029081	3.345e-07	1.092091	1.2189218	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"1.male"	"Male"	.81551261	.00778082	-21.374909	2.29e-101	.80040419	.83090622	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"age1"	"Age spline 1"	1.0458476	.00174969	26.795006	3.69e-158	1.0424239	1.0492826	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"age2"	"Age spline 2"	.82959459	.00431959	-35.879136	6.46e-282	.8211714	.83810419	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"age3"	"Age spline 3"	1.8355184	.02483803	44.881165	0	1.7874767	1.8848514	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.117892	.01730186	7.200565	5.996e-13	1.0844901	1.1523226	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2257886	.01903095	13.112923	2.777e-39	1.1890504	1.2636619	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3993536	.02138502	21.987234	3.82e-107	1.3580612	1.4419014	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_1"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5156158	.0236075	26.696013	5.24e-157	1.4700451	1.5625992	"model1"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.dm_type"	"Diabetes Type"	1.4492137	.07584705	7.0891206	1.350e-12	1.3079266	1.6057632	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"2.dm_type"	"Diabetes Type"	1.3201402	.01977997	18.536585	1.047e-76	1.2819359	1.3594831	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"3.dm_type"	"Diabetes Type"	1.0239067	.02958223	.81772871	.41351211	.96753766	1.0835599	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.male"	"Male"	.86673525	.00891081	-13.91142	5.400e-44	.84944518	.88437726	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"age1"	"Age spline 1"	1.0391566	.0020379	19.585615	2.051e-85	1.0351701	1.0431585	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"age2"	"Age spline 2"	.82705154	.0049329	-31.83675	2.01e-222	.81743953	.83677657	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"age3"	"Age spline 3"	1.8279649	.02813311	39.19348	0	1.7736484	1.8839449	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.101976	.01803618	5.9329263	2.976e-09	1.0671867	1.1378994	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2017364	.01977061	11.170121	5.710e-29	1.1636048	1.2411176	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3751574	.0223497	19.601224	1.509e-85	1.3320431	1.4196671	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4888759	.02492816	23.772497	6.43e-125	1.4408106	1.5385447	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0216124	.00089811	24.322596	1.13e-130	1.0198537	1.0233742	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.008807	.00030855	28.668009	9.56e-181	1.0082024	1.0094119	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0556316	.01154895	4.9486001	7.475e-07	1.0332371	1.0785116	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.63150966	.01122397	-25.861472	1.81e-147	.60988983	.65389589	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.hypertension"	"Diagnosed hypertension"	.94531008	.01238727	-4.2920174	.00001771	.9213406	.96990315	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"bp_map"	"Mean Arterial Pressure"	1.000114	.00001927	5.9142708	3.333e-09	1.0000762	1.0001518	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4098333	.02316159	20.90692	4.632e-97	1.3651605	1.455968	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2358818	.01803686	14.511444	1.025e-47	1.2010311	1.2717439	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.cancer"	"Cancer"	1.1928322	.01913722	10.990765	4.233e-28	1.1559075	1.2309364	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.chronic_liver_disease"	"Chronic liver disease"	1.5022694	.06738307	9.0733319	1.154e-19	1.3758398	1.640317	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.stroke"	"Stroke"	1.6181965	.03044629	25.581371	2.46e-144	1.5596098	1.6789841	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.dementia"	"Dementia"	3.7145027	.10688021	45.605606	0	3.5108187	3.9300036	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.other_neuro"	"Neurological disease"	2.0136619	.05601899	25.160617	1.08e-139	1.9068063	2.1265055	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.egfr60"	"CKD defined by egfr<60"	1.2484194	.01976226	14.01647	1.236e-44	1.2102807	1.2877598	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.esrf"	"end stage renal failure"	4.4112754	.25802886	25.373346	4.97e-142	3.9334607	4.9471324	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.89530023	.05502634	-1.7994433	.07194859	.79369331	1.0099146	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_1"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0407675	.01995684	2.0838699	.03717201	1.0023787	1.0806265	"model2"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"1.dm_type"	"Diabetes Type"	1.4087697	.07855597	6.1460511	7.944e-10	1.2629182	1.5714653	"model3"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"2.dm_type"	"Diabetes Type"	1.3295604	.02093605	18.089521	3.854e-73	1.2891532	1.3712341	"model3"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"3.dm_type"	"Diabetes Type"	1.0440454	.03190246	1.4105946	.1583642	.98335326	1.1084834	"model3"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model3"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"1.male"	"Male"	.92515716	.01013554	-7.1007084	1.241e-12	.90550363	.94523726	"model3"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"age1"	"Age spline 1"	1.0257035	.00210568	12.362274	4.182e-35	1.0215847	1.0298389	"model3"	"positivetest"	"eth5"	""	""
"model3_positivetest_eth5_1"	"age2"	"Age spline 2"	.88183767	.00561166	-19.760402	6.528e-87	.87090732	.8929052	"model3"	"positivetest"	"eth5"	""	""
