idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	hh_total_cat
"crude_icu_eth5_4"	"4.hh_total_cat"	"Number of people in household"	1.0318317	1.0840851	.02982518	.97620648	.13161374	8.0894033	"crude"	"icu"	"eth5"	""	"4"
"model0_icu_eth5_4"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"icu"	"eth5"	""	"1"
"model0_icu_eth5_4"	"2.hh_total_cat"	"Number of people in household"	2.0852825	.67020334	2.2865943	.02221952	1.1106861	3.9150601	"model0"	"icu"	"eth5"	""	"2"
"model0_icu_eth5_4"	"3.hh_total_cat"	"Number of people in household"	1.8687241	.90669165	1.2886749	.19751114	.72201836	4.8366218	"model0"	"icu"	"eth5"	""	"3"
"model0_icu_eth5_4"	"4.hh_total_cat"	"Number of people in household"	2.3245733	2.4119411	.81298107	.41622891	.30419339	17.763835	"model0"	"icu"	"eth5"	""	"4"
"model0_icu_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_4"	"1.male"	"Male"	1.3766757	.39068794	1.126434	.25998185	.78934786	2.4010148	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_4"	"age1"	"Age spline 1"	1.1831962	.11833338	1.6819981	.09256921	.97258304	1.4394176	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_4"	"age2"	"Age spline 2"	.95597001	.24379629	-.17656594	.85984935	.57991796	1.5758758	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_4"	"age3"	"Age spline 3"	.80747696	.51095552	-.33793839	.73540961	.23361814	2.7909606	"model0"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"icu"	"eth5"	""	"1"
"model1_icu_eth5_4"	"2.hh_total_cat"	"Number of people in household"	2.1106403	.67850707	2.3236752	.02014291	1.1240319	3.9632348	"model1"	"icu"	"eth5"	""	"2"
"model1_icu_eth5_4"	"3.hh_total_cat"	"Number of people in household"	1.8230935	.88586199	1.2358935	.21649813	.70339681	4.7251708	"model1"	"icu"	"eth5"	""	"3"
"model1_icu_eth5_4"	"4.hh_total_cat"	"Number of people in household"	2.2693332	2.3560031	.78933971	.42991348	.29661136	17.362359	"model1"	"icu"	"eth5"	""	"4"
"model1_icu_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"1.male"	"Male"	1.3706571	.38917502	1.1104383	.26681019	.78567778	2.391185	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"age1"	"Age spline 1"	1.1823397	.11793733	1.6791656	.09311977	.97237924	1.4376358	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"age2"	"Age spline 2"	.95798162	.24376819	-.16869707	.86603492	.58178197	1.5774445	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"age3"	"Age spline 3"	.80389896	.50761881	-.34568542	.72957914	.23319199	2.7713368	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.391234	.73769007	.6227184	.53346959	.49210502	3.933169	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2767999	.67902958	.45947163	.64589552	.45023121	3.6208462	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.166894	.61084097	.29484731	.76811053	.41826143	3.2554795	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.6600342	.81969205	1.026445	.30468188	.63068219	4.3694173	"model1"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"icu"	"eth5"	""	"1"
"model2_icu_eth5_4"	"2.hh_total_cat"	"Number of people in household"	2.1288979	.80597573	1.9958476	.04595051	1.0136778	4.4710522	"model2"	"icu"	"eth5"	""	"2"
"model2_icu_eth5_4"	"3.hh_total_cat"	"Number of people in household"	1.1935999	.7876425	.26818758	.78855494	.32746197	4.350675	"model2"	"icu"	"eth5"	""	"3"
"model2_icu_eth5_4"	"4.hh_total_cat"	"Number of people in household"	5.2420006	5.5424631	1.5668917	.11714002	.6599425	41.637825	"model2"	"icu"	"eth5"	""	"4"
"model2_icu_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.male"	"Male"	1.7374107	.61936893	1.5495427	.12125131	.86388906	3.4941942	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"age1"	"Age spline 1"	1.0537652	.14340904	.38481081	.70037759	.80705313	1.375896	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"age2"	"Age spline 2"	1.1330353	.37963808	.37276635	.70932235	.58753997	2.1849902	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"age3"	"Age spline 3"	.56921321	.46402151	-.6912433	.48941266	.11518001	2.8130201	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.2947269	.76637322	.43637711	.66256314	.40582237	4.1306689	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	.79082282	.50608733	-.36671804	.71382935	.22560695	2.7720809	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	.89728383	.53911971	-.18038732	.85684851	.27637451	2.9131422	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3926297	.77234556	.59718136	.5503863	.46963827	4.1295985	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0664805	.02959942	2.3190613	.02039171	1.0100163	1.1261012	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"hba1c_pct"	"HbA1c %"	.96045108	.1385277	-.27977322	.7796515	.72394375	1.2742237	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.97004701	.02205275	-1.3376948	.18099593	.92777322	1.014247	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.96061859	.33852257	-.11401183	.90922841	.48148976	1.9165269	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.15658601	.16194491	-1.7927944	.0730058	.02062626	1.1887361	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.hypertension"	"Diagnosed hypertension"	1.1307361	.43061991	.32263315	.74697308	.53603967	2.3852044	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"bp_map"	"Mean Arterial Pressure"	1.0083325	.01100733	.76013753	.44717238	.98698765	1.0301389	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4450876	1.0869351	.48948442	.62449878	.33086862	6.3115024	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.6064374	.74441984	1.0229197	.30634583	.64776685	3.9839041	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.dm_type"	"Diabetes Type"	1.899e-18	2.898e-09	-2.674e-08	.99999998	0		"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"2.dm_type"	"Diabetes Type"	3.3724984	1.5550139	2.6364977	.00837668	1.3660736	8.3258656	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"3.dm_type"	"Diabetes Type"	1.5193766	1.1879004	.53502417	.59263314	.32822154	7.0333751	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.cancer"	"Cancer"	1.3248838	.82061979	.45419652	.64968739	.39350665	4.4607052	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.chronic_liver_disease"	"Chronic liver disease"	2.0144378	2.0750048	.67989807	.496569	.26752215	15.168687	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.stroke"	"Stroke"	.60470119	.63076301	-.48223706	.62963755	.07828051	4.6711953	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.dementia"	"Dementia"	7.275e-19	0			7.275e-19	7.275e-19	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.other_neuro"	"Neurological disease"	1.148e-18	1.797e-09	-2.639e-08	.99999998	0		"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.egfr60"	"CKD defined by egfr<60"	1.9895346	.97495007	1.4037665	.16038839	.76142881	5.1984476	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.esrf"	"end stage renal failure"	4.9892851	5.9163176	1.3554447	.17527592	.48829194	50.979678	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_4"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.85894653	.95567759	-.13665866	.8913006	.09702993	7.6037272	"model2"	"icu"	"eth5"	""	""
"crude_icu_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"icu"	"eth5"	""	"1"
"crude_icu_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.1335781	.28370253	.50097169	.61639105	.69409634	1.8513269	"crude"	"icu"	"eth5"	""	"2"
"crude_icu_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.1520335	.39248706	.41541678	.67783683	.59083834	2.2462678	"crude"	"icu"	"eth5"	""	"3"
"crude_icu_eth5_5"	"4.hh_total_cat"	"Number of people in household"	.28370034	.29240051	-1.2223512	.22157486	.03763178	2.1387745	"crude"	"icu"	"eth5"	""	"4"
"model0_icu_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"icu"	"eth5"	""	"1"
"model0_icu_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.1367263	.28669008	.5081246	.61136596	.69338926	1.8635228	"model0"	"icu"	"eth5"	""	"2"
"model0_icu_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.2875384	.44196056	.73627007	.46156636	.65701705	2.5231537	"model0"	"icu"	"eth5"	""	"3"
"model0_icu_eth5_5"	"4.hh_total_cat"	"Number of people in household"	.57117501	.58387792	-.5478749	.5837778	.07702593	4.2354682	"model0"	"icu"	"eth5"	""	"4"
"model0_icu_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_5"	"1.male"	"Male"	3.0180389	.78481707	4.2478021	.00002159	1.8129116	5.0242708	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_5"	"age1"	"Age spline 1"	1.0800478	.06366514	1.3063563	.19143143	.96220481	1.2123231	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_5"	"age2"	"Age spline 2"	1.199152	.20021693	1.0877382	.2767107	.86447616	1.6633953	"model0"	"icu"	"eth5"	""	""
"model0_icu_eth5_5"	"age3"	"Age spline 3"	.44923309	.19711985	-1.823674	.06820138	.1900953	1.0616273	"model0"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"icu"	"eth5"	""	"1"
"model1_icu_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.1455867	.28857717	.53955953	.58950083	.69920961	1.8769319	"model1"	"icu"	"eth5"	""	"2"
"model1_icu_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.2123783	.41681771	.56015994	.57537035	.6180073	2.3783879	"model1"	"icu"	"eth5"	""	"3"
"model1_icu_eth5_5"	"4.hh_total_cat"	"Number of people in household"	.58458526	.59683958	-.52582998	.59900634	.07903202	4.3240692	"model1"	"icu"	"eth5"	""	"4"
"model1_icu_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"1.male"	"Male"	2.9388832	.76473097	4.142899	.00003429	1.7647775	4.8941208	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"age1"	"Age spline 1"	1.0781702	.06338595	1.280234	.20046284	.9608264	1.209845	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"age2"	"Age spline 2"	1.2097788	.20165758	1.1424679	.25325958	.87260864	1.6772293	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"age3"	"Age spline 3"	.44113362	.19321042	-1.8685692	.06168278	.18696299	1.0408416	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	10.244673	10.657824	2.2365611	.02531504	1.3334264	78.709504	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	10.794508	11.184114	2.2961621	.02166662	1.4167032	82.248276	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	11.963256	12.295517	2.4147733	.01574501	1.595905	89.679202	"model1"	"icu"	"eth5"	""	""
"model1_icu_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	19.29474	19.789566	2.8858237	.00390391	2.5846858	144.03568	"model1"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"icu"	"eth5"	""	"1"
"model2_icu_eth5_5"	"2.hh_total_cat"	"Number of people in household"	.94582982	.27120054	-.19423169	.84599447	.53919456	1.6591303	"model2"	"icu"	"eth5"	""	"2"
"model2_icu_eth5_5"	"3.hh_total_cat"	"Number of people in household"	.44793353	.24342193	-1.4778459	.13944904	.15439828	1.2995252	"model2"	"icu"	"eth5"	""	"3"
"model2_icu_eth5_5"	"4.hh_total_cat"	"Number of people in household"	.98868804	1.0138218	-.01109439	.99114814	.13250097	7.3773351	"model2"	"icu"	"eth5"	""	"4"
"model2_icu_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.male"	"Male"	3.7022593	1.2712064	3.812164	.00013776	1.8888548	7.2566319	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"age1"	"Age spline 1"	1.2800816	.31119085	1.0157196	.30976292	.7948928	2.0614213	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"age2"	"Age spline 2"	.74794948	.39715989	-.5469318	.58442559	.26417135	2.1176726	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"age3"	"Age spline 3"	1.3680048	1.6587804	.25842411	.79607961	.12704551	14.730447	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	5.3451335	5.6942407	1.5734215	.11562125	.6624642	43.127542	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	5.9982017	6.3046529	1.704382	.08830975	.76441853	47.066394	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	6.6774543	6.9390682	1.8271514	.06767701	.87108476	51.187207	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	9.3863391	9.7398119	2.1579893	.03092866	1.2281176	71.738537	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0628266	.02633356	2.4592235	.01392379	1.0124469	1.1157132	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"hba1c_pct"	"HbA1c %"	1.0904954	.12619003	.74864756	.45406966	.8692094	1.368117	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.97560964	.01781544	-1.3522237	.17630375	.94130948	1.0111597	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.5201254	.43918994	1.4495267	.14719054	.86288491	2.6779714	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.309e-16	3.259e-09	-1.469e-06	.99999883	0		"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.hypertension"	"Diagnosed hypertension"	1.2960758	.38731588	.86783341	.38548554	.72153858	2.3280978	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"bp_map"	"Mean Arterial Pressure"	1.0094403	.00948115	1.0003819	.31712571	.99102764	1.0281951	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.8837623	1.023094	1.1660043	.2436127	.64972306	5.4616508	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.94649759	.38692107	-.13451045	.89299895	.42477089	2.1090374	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.dm_type"	"Diabetes Type"	2.663e-16	4.233e-08	-2.256e-07	.99999982	0		"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"2.dm_type"	"Diabetes Type"	2.7463744	1.0909164	2.543377	.01097867	1.2607965	5.9823868	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"3.dm_type"	"Diabetes Type"	2.219315	.96474961	1.8338797	.06667185	.94666539	5.202851	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.cancer"	"Cancer"	.66346946	.48394115	-.56247178	.57379462	.15883498	2.7713777	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.chronic_liver_disease"	"Chronic liver disease"	1.0433185	1.0590198	.04177779	.96667584	.14269388	7.6283128	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.stroke"	"Stroke"	2.0355416	1.2507771	1.1567092	.2473912	.61044007	6.7876106	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.dementia"	"Dementia"	1.603e-16	3.415e-08	-1.706e-07	.99999986	0		"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.other_neuro"	"Neurological disease"	2.147e-16	1.784e-08	-4.342e-07	.99999965	0		"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.egfr60"	"CKD defined by egfr<60"	.88814152	.56400472	-.18679819	.85181887	.25582076	3.0833907	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.esrf"	"end stage renal failure"	3.459e-16	6.563e-08	-1.876e-07	.99999985	0		"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"icu"	"eth5"	""	""
"model2_icu_eth5_5"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.968e-16	2.086e-08	-3.412e-07	.99999973	0		"model2"	"icu"	"eth5"	""	""
"crude_cpnsdeath_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"cpnsdeath"	"eth5"	""	"1"
"crude_cpnsdeath_eth5_1"	"2.hh_total_cat"	"Number of people in household"	.23400265	.00966751	-35.155974	9.42e-271	.21580152	.2537389	"crude"	"cpnsdeath"	"eth5"	""	"2"
"crude_cpnsdeath_eth5_1"	"3.hh_total_cat"	"Number of people in household"	.44152491	.03656117	-9.8726558	5.470e-23	.37537913	.51932628	"crude"	"cpnsdeath"	"eth5"	""	"3"
"crude_cpnsdeath_eth5_1"	"4.hh_total_cat"	"Number of people in household"	9.5332022	.40557885	52.999016	0	8.7705219	10.362205	"crude"	"cpnsdeath"	"eth5"	""	"4"
"model0_cpnsdeath_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"cpnsdeath"	"eth5"	""	"1"
"model0_cpnsdeath_eth5_1"	"2.hh_total_cat"	"Number of people in household"	1.0326892	.04451319	.74624643	.45551856	.94902868	1.1237248	"model0"	"cpnsdeath"	"eth5"	""	"2"
"model0_cpnsdeath_eth5_1"	"3.hh_total_cat"	"Number of people in household"	2.096629	.17503162	8.8681067	7.440e-19	1.780169	2.469346	"model0"	"cpnsdeath"	"eth5"	""	"3"
"model0_cpnsdeath_eth5_1"	"4.hh_total_cat"	"Number of people in household"	4.6443264	.20876406	34.163174	8.52e-256	4.2526627	5.0720618	"model0"	"cpnsdeath"	"eth5"	""	"4"
"model0_cpnsdeath_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_1"	"1.male"	"Male"	2.2286928	.06313436	28.290592	4.51e-176	2.1083242	2.3559335	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_1"	"age1"	"Age spline 1"	1.096952	.02967146	3.4210298	.00062384	1.0403117	1.1566762	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_1"	"age2"	"Age spline 2"	1.1130053	.0686323	1.7362471	.08252016	.98629945	1.2559885	"model0"	"cpnsdeath"	"eth5"	""	""
"model0_cpnsdeath_eth5_1"	"age3"	"Age spline 3"	.73467071	.10305515	-2.1980769	.02794363	.55807341	.96715062	"model0"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"cpnsdeath"	"eth5"	""	"1"
"model1_cpnsdeath_eth5_1"	"2.hh_total_cat"	"Number of people in household"	1.0306838	.04440269	.70153037	.48297209	.94722906	1.1214913	"model1"	"cpnsdeath"	"eth5"	""	"2"
"model1_cpnsdeath_eth5_1"	"3.hh_total_cat"	"Number of people in household"	1.9824969	.16614873	8.1657912	3.193e-16	1.6821905	2.3364143	"model1"	"cpnsdeath"	"eth5"	""	"3"
"model1_cpnsdeath_eth5_1"	"4.hh_total_cat"	"Number of people in household"	4.4684319	.20093815	33.290892	5.23e-243	4.091457	4.8801402	"model1"	"cpnsdeath"	"eth5"	""	"4"
"model1_cpnsdeath_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_1"	"1.male"	"Male"	2.2500441	.06395738	28.529514	5.04e-179	2.1281179	2.3789559	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_1"	"age1"	"Age spline 1"	1.0963663	.02958121	3.409839	.00065001	1.0398945	1.1559048	"model1"	"cpnsdeath"	"eth5"	""	""
"model1_cpnsdeath_eth5_1"	"age2"	"Age spline 2"	1.1195162	.06894388	1.8332239	.06676928	.99222526	1.263137	"model1"	"cpnsdeath"	"eth5"	""	""
